violence_physique,ctrl_score,ethnicite,transmission_intergen,alcool_partenaire,ecart_age,age_femme,religion,age_partenaire,region,occupation_partenaire,age_premiere_union,age_premier_rapport,richesse,education_partenaire,education_femme,attitude_score,autonomie_score,polygamie,residence_partenaire,milieu
1,4,88,0.0,2.0,16.0,24,1,40.0,8,66.0,21,20.0,4,1.0,2,1.0,0,0.0,1.0,1
0,2,167,0.0,,8.0,23,4,31.0,8,73.0,20,19.0,4,1.0,2,2.0,0,0.0,1.0,1
1,2,167,0.0,2.0,3.0,21,1,24.0,8,72.0,20,19.0,4,1.0,3,2.0,0,0.0,1.0,1
0,0,996,1.0,0.0,,38,1,,8,,14,18.0,4,,1,3.0,0,,,1
1,5,88,0.0,1.0,12.0,28,1,40.0,8,96.0,23,17.0,4,1.0,2,1.0,1,0.0,1.0,1
1,1,167,0.0,0.0,8.0,30,1,38.0,8,72.0,20,14.0,3,1.0,1,2.0,0,,1.0,1
0,3,167,0.0,2.0,6.0,32,1,38.0,8,61.0,28,18.0,2,1.0,1,0.0,0,0.0,1.0,1
0,2,167,0.0,,3.0,21,1,24.0,8,61.0,18,17.0,3,1.0,1,0.0,0,0.0,1.0,1
0,0,189,1.0,0.0,7.0,25,1,32.0,8,72.0,21,18.0,3,2.0,3,0.0,1,0.0,2.0,1
1,2,88,0.0,0.0,,28,4,,8,,18,13.0,3,,2,0.0,0,,,1
1,0,88,,2.0,,48,2,,8,,20,12.0,3,,2,4.0,0,,,1
1,4,254,0.0,2.0,20.0,40,2,60.0,8,11.0,15,14.0,2,0.0,0,3.0,0,0.0,1.0,2
1,4,174,0.0,2.0,,30,2,,8,,22,22.0,2,,1,5.0,0,,,2
0,1,174,1.0,,,41,2,,8,,15,15.0,2,,1,5.0,0,,,2
0,2,3,1.0,,10.0,17,4,27.0,8,,13,15.0,2,1.0,0,4.0,0,1.0,1.0,2
0,0,174,0.0,,6.0,39,2,45.0,8,66.0,25,15.0,1,1.0,0,2.0,0,0.0,1.0,2
0,1,232,1.0,2.0,8.0,25,2,33.0,8,,12,,1,2.0,2,1.0,0,0.0,2.0,2
0,2,174,0.0,,10.0,30,2,40.0,8,11.0,16,16.0,2,1.0,1,0.0,0,0.0,1.0,2
1,0,996,0.0,,11.0,35,2,46.0,8,11.0,18,18.0,2,1.0,1,0.0,0,0.0,1.0,2
1,0,996,1.0,,-2.0,38,2,36.0,8,11.0,24,17.0,2,1.0,1,5.0,0,0.0,1.0,2
0,1,174,0.0,1.0,,43,2,,8,,20,16.0,1,,0,5.0,0,,,2
1,2,236,1.0,,,24,1,,12,,14,14.0,4,,2,0.0,0,,,1
0,3,236,,0.0,5.0,23,3,28.0,12,72.0,21,18.0,4,2.0,2,0.0,1,0.0,2.0,1
1,4,236,0.0,2.0,6.0,40,1,46.0,12,51.0,22,18.0,5,3.0,3,0.0,0,0.0,1.0,1
1,5,236,1.0,2.0,,40,1,,12,,16,16.0,3,,2,0.0,0,,,1
0,1,236,1.0,,2.0,47,1,49.0,12,52.0,26,17.0,5,2.0,2,0.0,0,0.0,1.0,1
1,2,236,0.0,0.0,3.0,29,1,32.0,12,52.0,22,19.0,5,2.0,2,1.0,3,0.0,2.0,1
1,2,208,0.0,,3.0,26,1,29.0,12,66.0,17,18.0,4,1.0,1,0.0,0,0.0,1.0,1
1,1,236,0.0,2.0,8.0,32,1,40.0,12,33.0,21,16.0,5,3.0,2,0.0,1,0.0,1.0,1
1,3,236,1.0,,,31,1,,12,,16,16.0,4,,2,0.0,0,,,1
0,2,236,1.0,2.0,13.0,37,2,50.0,12,96.0,34,18.0,5,3.0,2,0.0,3,0.0,2.0,1
1,3,227,1.0,,5.0,38,2,43.0,12,62.0,20,18.0,5,2.0,2,0.0,1,0.0,1.0,1
1,3,229,0.0,,0.0,38,1,38.0,12,41.0,27,20.0,5,2.0,2,0.0,1,0.0,1.0,1
0,0,236,0.0,2.0,3.0,28,1,31.0,12,31.0,25,19.0,5,3.0,2,0.0,0,0.0,1.0,1
1,2,245,,2.0,2.0,34,2,36.0,12,62.0,21,,5,2.0,2,0.0,0,0.0,1.0,1
1,2,225,0.0,1.0,11.0,27,1,38.0,12,66.0,16,16.0,5,2.0,2,3.0,1,0.0,1.0,1
0,2,78,0.0,,15.0,23,4,38.0,12,32.0,19,18.0,5,1.0,1,0.0,0,0.0,1.0,1
1,0,244,0.0,2.0,6.0,28,1,34.0,12,72.0,25,16.0,5,2.0,2,1.0,2,0.0,1.0,1
1,3,232,0.0,0.0,13.0,43,1,56.0,3,41.0,15,,5,1.0,1,0.0,2,0.0,1.0,1
1,2,233,0.0,2.0,,26,96,,3,,25,20.0,5,,2,0.0,0,,,1
0,0,232,,,11.0,35,3,46.0,3,24.0,24,21.0,5,2.0,2,0.0,0,0.0,1.0,1
0,0,159,0.0,,7.0,31,1,38.0,3,62.0,31,18.0,4,1.0,2,0.0,0,0.0,2.0,1
1,3,232,1.0,1.0,2.0,28,1,30.0,3,82.0,22,17.0,5,2.0,2,0.0,0,0.0,1.0,1
0,1,232,0.0,2.0,5.0,28,1,33.0,3,96.0,24,17.0,5,3.0,2,0.0,0,,1.0,1
1,4,996,0.0,2.0,4.0,35,1,39.0,3,66.0,20,16.0,5,1.0,2,0.0,0,0.0,1.0,1
1,4,32,1.0,1.0,11.0,31,3,42.0,3,33.0,14,14.0,5,2.0,1,0.0,3,2.0,2.0,1
0,0,193,0.0,,13.0,49,1,62.0,3,72.0,17,18.0,4,2.0,1,0.0,0,0.0,1.0,1
1,1,232,0.0,2.0,-1.0,30,3,29.0,3,62.0,25,18.0,5,3.0,3,0.0,0,0.0,1.0,1
0,1,232,0.0,,8.0,38,1,46.0,3,42.0,33,17.0,5,2.0,3,0.0,0,0.0,1.0,1
0,4,219,1.0,0.0,11.0,45,4,56.0,3,77.0,21,20.0,5,1.0,2,3.0,0,0.0,1.0,1
0,0,232,0.0,,3.0,38,3,41.0,3,62.0,29,18.0,5,2.0,2,0.0,0,0.0,1.0,1
0,0,185,0.0,,5.0,33,1,38.0,3,0.0,16,18.0,4,,2,0.0,3,0.0,2.0,1
1,3,236,,1.0,10.0,28,1,38.0,2,14.0,19,14.0,3,0.0,2,0.0,2,0.0,1.0,2
1,3,236,1.0,1.0,12.0,31,1,43.0,2,72.0,16,14.0,2,2.0,1,1.0,0,0.0,1.0,2
1,5,236,1.0,2.0,12.0,17,1,29.0,2,66.0,15,11.0,2,1.0,2,0.0,0,0.0,1.0,2
0,4,237,0.0,,10.0,39,1,49.0,2,66.0,20,15.0,3,2.0,1,0.0,0,0.0,1.0,2
0,0,236,,,5.0,16,1,21.0,2,11.0,15,15.0,2,2.0,2,4.0,2,0.0,1.0,2
1,1,236,1.0,,4.0,26,1,30.0,2,11.0,16,16.0,3,2.0,2,4.0,1,0.0,1.0,2
0,2,236,0.0,,3.0,24,1,27.0,2,11.0,15,13.0,2,2.0,1,2.0,0,0.0,1.0,2
0,5,84,0.0,,6.0,20,4,26.0,1,66.0,15,16.0,2,1.0,0,4.0,0,0.0,1.0,2
0,2,3,0.0,,5.0,25,4,30.0,1,11.0,21,13.0,1,0.0,0,3.0,0,1.0,1.0,2
0,0,89,0.0,,7.0,27,4,34.0,1,11.0,22,18.0,1,0.0,0,0.0,0,0.0,1.0,2
0,1,89,0.0,,13.0,35,4,48.0,1,11.0,21,16.0,2,1.0,0,0.0,0,1.0,1.0,2
0,5,3,0.0,,8.0,18,4,26.0,1,62.0,15,15.0,3,0.0,0,0.0,0,0.0,2.0,2
0,5,3,0.0,,,30,4,,1,,17,18.0,1,,0,0.0,0,,,2
1,2,3,0.0,,,23,4,,1,,20,19.0,1,,0,2.0,0,,,2
0,0,89,0.0,,,30,4,,1,,15,15.0,1,,0,0.0,0,,,2
0,5,89,0.0,,25.0,15,4,40.0,1,11.0,14,13.0,2,0.0,1,5.0,0,1.0,1.0,2
0,0,3,0.0,,31.0,39,4,70.0,1,0.0,24,25.0,1,0.0,0,0.0,0,1.0,1.0,2
0,4,3,0.0,,26.0,34,4,60.0,1,11.0,15,15.0,2,0.0,0,0.0,0,1.0,1.0,2
0,0,89,0.0,,10.0,34,4,44.0,1,11.0,16,15.0,2,1.0,0,0.0,0,1.0,1.0,2
0,2,154,0.0,,6.0,26,4,32.0,1,11.0,12,12.0,1,0.0,0,0.0,0,1.0,1.0,2
0,5,3,0.0,,,43,4,,1,,19,17.0,1,,0,0.0,0,,,2
0,0,3,0.0,,15.0,31,4,46.0,1,12.0,14,14.0,2,1.0,0,0.0,0,2.0,1.0,2
0,2,3,0.0,,10.0,18,4,28.0,5,11.0,13,14.0,2,1.0,0,5.0,0,0.0,1.0,2
0,0,13,1.0,,14.0,44,2,58.0,5,62.0,15,16.0,1,0.0,0,1.0,0,0.0,1.0,2
0,3,36,0.0,,17.0,38,4,55.0,5,66.0,15,15.0,3,2.0,1,0.0,0,0.0,1.0,2
0,0,3,0.0,,6.0,16,4,22.0,5,62.0,14,14.0,2,1.0,1,1.0,0,0.0,1.0,2
1,1,31,0.0,2.0,14.0,23,5,37.0,5,11.0,14,14.0,1,1.0,0,0.0,0,2.0,1.0,2
0,0,3,0.0,,5.0,34,4,39.0,5,11.0,18,14.0,2,1.0,0,0.0,0,0.0,1.0,2
1,4,3,0.0,,11.0,19,4,30.0,5,11.0,13,14.0,2,1.0,1,5.0,0,0.0,1.0,2
1,1,36,0.0,,,49,4,,5,,26,14.0,2,,0,0.0,0,,,2
1,0,31,0.0,2.0,1.0,37,2,38.0,5,11.0,26,20.0,1,1.0,0,0.0,0,0.0,1.0,2
0,0,36,0.0,,6.0,31,2,37.0,5,73.0,16,16.0,1,1.0,1,0.0,0,0.0,1.0,2
1,2,36,0.0,,12.0,26,4,38.0,5,42.0,21,20.0,2,2.0,1,1.0,0,0.0,1.0,2
1,0,31,0.0,,,46,4,,5,,14,15.0,1,,0,2.0,0,,,2
0,0,31,0.0,,30.0,30,4,60.0,5,24.0,26,22.0,1,1.0,0,0.0,0,0.0,1.0,2
0,0,31,0.0,,9.0,38,4,47.0,5,11.0,15,16.0,1,0.0,0,4.0,0,0.0,1.0,2
0,4,3,0.0,,12.0,40,4,52.0,1,62.0,18,17.0,1,0.0,0,3.0,0,1.0,1.0,2
0,5,78,0.0,,5.0,25,2,30.0,1,11.0,20,20.0,1,1.0,1,0.0,0,0.0,1.0,2
0,0,78,0.0,,5.0,25,1,30.0,1,62.0,16,16.0,2,1.0,1,0.0,0,0.0,1.0,2
0,0,3,0.0,,6.0,30,4,36.0,1,62.0,23,23.0,2,0.0,0,0.0,0,0.0,1.0,2
0,1,78,0.0,,,41,2,,1,,13,15.0,2,,2,3.0,0,,,2
0,0,78,1.0,2.0,9.0,28,2,37.0,1,96.0,22,15.0,2,1.0,1,0.0,0,0.0,1.0,2
1,0,78,0.0,2.0,11.0,37,2,48.0,1,11.0,15,16.0,2,1.0,1,0.0,0,1.0,1.0,2
0,0,78,0.0,,,41,2,,1,,18,16.0,2,,1,0.0,0,,,2
0,0,3,0.0,,13.0,17,4,30.0,1,62.0,15,15.0,1,0.0,0,0.0,0,1.0,2.0,2
0,1,78,0.0,,3.0,39,4,42.0,1,11.0,18,15.0,2,1.0,0,0.0,0,0.0,1.0,2
0,0,78,0.0,,15.0,27,2,42.0,1,11.0,15,14.0,2,1.0,0,0.0,1,1.0,1.0,2
0,2,88,0.0,,40.0,32,1,72.0,8,11.0,16,15.0,3,1.0,1,4.0,1,1.0,2.0,2
0,2,176,0.0,0.0,11.0,27,2,38.0,8,72.0,20,16.0,1,2.0,2,5.0,1,0.0,1.0,2
0,1,176,0.0,,-2.0,40,2,38.0,8,42.0,14,13.0,3,2.0,1,4.0,1,0.0,1.0,2
0,4,176,0.0,,,19,2,,8,,16,16.0,2,,2,0.0,0,,,2
0,0,88,0.0,,6.0,39,3,45.0,8,72.0,25,18.0,2,1.0,1,0.0,0,0.0,2.0,2
1,4,176,0.0,0.0,7.0,23,2,30.0,8,11.0,19,19.0,2,2.0,2,3.0,0,0.0,2.0,2
1,3,176,0.0,,1.0,33,2,34.0,8,11.0,18,16.0,1,1.0,1,5.0,1,0.0,1.0,2
0,2,176,0.0,,4.0,22,2,26.0,8,,19,18.0,3,2.0,2,3.0,1,0.0,2.0,2
0,0,176,1.0,0.0,5.0,22,2,27.0,8,66.0,19,17.0,3,2.0,2,1.0,0,0.0,2.0,2
1,2,88,0.0,2.0,8.0,26,2,34.0,8,66.0,18,17.0,2,1.0,1,0.0,0,0.0,2.0,2
0,4,176,0.0,0.0,25.0,39,2,64.0,8,11.0,20,20.0,4,1.0,1,5.0,0,1.0,1.0,2
0,0,176,0.0,0.0,7.0,18,2,25.0,8,11.0,17,17.0,2,2.0,2,3.0,1,0.0,2.0,2
0,1,176,0.0,2.0,3.0,29,2,32.0,8,73.0,24,16.0,2,1.0,1,1.0,0,0.0,2.0,2
0,1,176,1.0,2.0,6.0,44,7,50.0,8,11.0,23,17.0,2,1.0,1,0.0,1,0.0,1.0,2
0,1,176,0.0,,6.0,22,2,28.0,8,72.0,18,19.0,3,1.0,2,0.0,0,0.0,1.0,2
0,2,88,1.0,0.0,4.0,26,2,30.0,8,73.0,24,23.0,3,1.0,1,3.0,0,0.0,2.0,2
0,2,88,0.0,0.0,9.0,33,2,42.0,8,54.0,28,15.0,3,1.0,1,3.0,0,0.0,1.0,2
1,3,176,0.0,0.0,12.0,27,2,39.0,8,11.0,18,17.0,2,1.0,1,2.0,1,0.0,1.0,2
0,5,227,0.0,,,32,2,,2,,29,16.0,2,,1,0.0,0,,,2
1,4,232,1.0,2.0,21.0,28,2,49.0,2,11.0,25,17.0,2,2.0,1,0.0,1,0.0,1.0,2
1,0,227,1.0,2.0,6.0,18,3,24.0,2,66.0,12,13.0,2,2.0,2,2.0,0,0.0,2.0,2
1,2,229,0.0,2.0,4.0,17,1,21.0,2,11.0,15,15.0,2,2.0,2,3.0,0,0.0,1.0,2
0,5,173,1.0,0.0,2.0,36,2,38.0,2,11.0,15,12.0,3,1.0,1,0.0,0,0.0,1.0,2
1,5,227,,1.0,-5.0,32,2,27.0,2,11.0,20,19.0,2,1.0,2,0.0,0,0.0,1.0,2
1,5,227,1.0,1.0,1.0,23,2,24.0,2,11.0,17,16.0,3,2.0,1,0.0,0,0.0,1.0,2
1,2,235,1.0,,7.0,19,2,26.0,2,11.0,16,15.0,2,1.0,2,3.0,0,0.0,1.0,2
0,4,996,0.0,,21.0,41,2,62.0,2,11.0,26,17.0,2,1.0,1,0.0,0,0.0,1.0,2
0,4,227,1.0,2.0,,25,2,,2,,22,12.0,3,,2,4.0,0,,,2
0,0,173,0.0,2.0,12.0,20,2,32.0,2,11.0,19,18.0,2,2.0,2,0.0,0,0.0,1.0,2
1,0,229,1.0,,,31,1,,2,,18,12.0,3,,1,0.0,0,,,2
1,2,996,1.0,2.0,,19,3,,2,,15,13.0,2,,2,1.0,0,,,2
0,2,227,,2.0,11.0,38,2,49.0,2,11.0,26,14.0,2,2.0,1,0.0,0,,1.0,2
1,3,227,0.0,2.0,,32,1,,2,,20,15.0,2,,1,0.0,0,,,2
0,5,49,1.0,,11.0,31,2,42.0,2,11.0,29,18.0,2,2.0,2,0.0,0,,1.0,2
1,2,227,1.0,,8.0,21,1,29.0,2,11.0,18,14.0,2,2.0,2,0.0,0,0.0,1.0,2
0,1,235,1.0,,5.0,26,2,31.0,2,11.0,19,16.0,2,1.0,2,0.0,0,0.0,1.0,2
0,1,245,1.0,,10.0,30,4,40.0,2,11.0,23,14.0,2,,2,0.0,0,0.0,1.0,2
0,1,89,1.0,1.0,0.0,38,1,38.0,2,11.0,37,15.0,3,1.0,1,0.0,1,0.0,1.0,2
1,2,155,0.0,,14.0,38,2,52.0,2,11.0,21,18.0,2,2.0,2,0.0,0,0.0,1.0,2
1,2,229,0.0,2.0,,47,1,,2,,16,16.0,3,,1,0.0,0,,,2
1,3,155,0.0,2.0,13.0,30,2,43.0,2,11.0,18,14.0,2,1.0,1,0.0,0,0.0,2.0,2
0,3,89,0.0,2.0,3.0,33,1,36.0,2,72.0,30,25.0,5,2.0,1,0.0,0,0.0,1.0,2
1,0,89,0.0,,14.0,32,4,46.0,2,11.0,17,,3,2.0,2,0.0,0,0.0,1.0,2
1,4,89,1.0,,3.0,24,1,27.0,2,73.0,18,16.0,3,2.0,2,2.0,0,0.0,1.0,2
0,0,244,0.0,,1.0,30,2,31.0,2,62.0,29,18.0,3,3.0,2,0.0,0,0.0,1.0,2
1,4,235,0.0,1.0,15.0,38,1,53.0,2,11.0,17,16.0,2,1.0,2,0.0,1,1.0,1.0,2
1,3,89,,2.0,,26,2,,2,,17,15.0,4,,1,0.0,0,,,2
0,0,89,0.0,,15.0,17,1,32.0,2,62.0,16,16.0,2,1.0,2,0.0,0,0.0,1.0,2
1,4,229,0.0,,7.0,29,2,36.0,2,11.0,19,19.0,2,1.0,1,0.0,0,0.0,1.0,2
1,0,84,1.0,,4.0,31,1,35.0,2,11.0,25,16.0,3,1.0,1,0.0,0,1.0,1.0,2
0,2,167,0.0,,5.0,33,1,38.0,8,66.0,14,,3,1.0,1,3.0,0,0.0,2.0,2
0,1,167,1.0,0.0,4.0,28,1,32.0,8,14.0,23,23.0,2,1.0,2,0.0,0,0.0,2.0,2
0,4,167,0.0,2.0,,37,4,,8,,19,15.0,3,,1,2.0,0,,,2
0,0,996,0.0,,8.0,31,4,39.0,8,11.0,20,17.0,2,1.0,1,5.0,1,0.0,1.0,2
1,1,167,0.0,,,28,4,,8,,16,15.0,3,,2,0.0,0,,,2
0,0,996,0.0,2.0,14.0,28,4,42.0,8,11.0,18,18.0,3,2.0,2,5.0,1,0.0,1.0,2
0,0,996,,2.0,2.0,18,4,20.0,8,66.0,17,15.0,2,1.0,2,5.0,0,0.0,1.0,2
0,2,167,0.0,,3.0,47,3,50.0,8,11.0,30,18.0,4,1.0,2,3.0,0,0.0,1.0,2
0,1,167,,2.0,11.0,34,4,45.0,8,62.0,20,19.0,3,1.0,1,0.0,0,3.0,2.0,2
0,1,167,0.0,,22.0,46,2,68.0,8,0.0,20,15.0,2,0.0,0,0.0,3,0.0,1.0,2
0,0,996,0.0,2.0,,45,4,,8,,19,18.0,3,,2,5.0,0,,,2
0,4,167,0.0,0.0,,48,1,,8,,18,14.0,3,,1,0.0,0,,,2
0,2,167,0.0,2.0,3.0,47,1,50.0,8,11.0,17,17.0,3,1.0,2,1.0,0,0.0,1.0,2
1,2,167,0.0,1.0,,28,1,,8,,21,14.0,2,,1,0.0,0,,,2
0,0,996,,,6.0,44,2,50.0,8,11.0,31,,2,1.0,1,5.0,1,1.0,1.0,2
0,2,167,0.0,0.0,,42,1,,8,,41,15.0,3,,1,1.0,0,,,2
0,0,31,0.0,,,40,4,,5,,23,14.0,2,,0,0.0,0,,,1
0,3,3,0.0,,11.0,30,4,41.0,5,66.0,14,14.0,3,0.0,0,5.0,0,0.0,1.0,1
0,3,996,0.0,,3.0,34,4,37.0,5,72.0,19,,3,2.0,1,0.0,1,1.0,1.0,1
0,0,31,0.0,,9.0,21,2,30.0,5,96.0,15,15.0,3,0.0,1,0.0,0,0.0,1.0,1
0,0,3,0.0,,5.0,28,4,33.0,5,66.0,18,18.0,3,1.0,0,1.0,0,0.0,1.0,1
0,3,37,0.0,,6.0,18,2,24.0,5,72.0,17,18.0,3,0.0,1,2.0,0,0.0,1.0,1
0,0,1,0.0,,13.0,27,4,40.0,5,62.0,21,19.0,4,0.0,1,0.0,1,0.0,1.0,1
0,2,31,0.0,,6.0,42,2,48.0,5,62.0,12,12.0,4,0.0,0,0.0,0,0.0,1.0,1
0,3,3,0.0,,31.0,23,4,54.0,5,72.0,12,,4,0.0,1,0.0,1,0.0,1.0,1
0,3,174,0.0,,9.0,27,2,36.0,1,78.0,16,16.0,3,1.0,2,0.0,0,0.0,1.0,2
0,1,84,0.0,1.0,,28,1,,1,,13,14.0,3,,1,0.0,0,,,2
0,1,84,,2.0,10.0,20,1,30.0,1,11.0,13,13.0,2,1.0,1,0.0,0,0.0,1.0,2
0,1,3,0.0,,10.0,30,4,40.0,1,62.0,18,18.0,1,0.0,0,1.0,0,0.0,1.0,2
0,2,84,0.0,,1.0,29,2,30.0,1,62.0,15,15.0,4,2.0,2,3.0,0,0.0,1.0,2
0,0,174,0.0,,8.0,22,2,30.0,1,11.0,17,17.0,2,0.0,2,0.0,0,0.0,1.0,2
0,0,84,0.0,,,35,1,,1,,15,15.0,3,,1,0.0,0,,,2
0,2,84,0.0,,4.0,21,1,25.0,1,11.0,15,15.0,2,0.0,1,0.0,0,0.0,1.0,2
0,0,84,0.0,,,34,1,,1,,19,19.0,2,,1,0.0,0,,,2
0,0,3,0.0,,25.0,20,4,45.0,1,12.0,15,14.0,1,0.0,1,2.0,0,1.0,1.0,2
0,4,84,0.0,,-2.0,32,4,30.0,1,62.0,13,14.0,3,0.0,0,0.0,0,0.0,1.0,2
0,1,84,,1.0,7.0,34,4,41.0,1,11.0,16,17.0,2,2.0,1,0.0,0,0.0,1.0,2
1,2,174,0.0,1.0,9.0,30,2,39.0,1,11.0,15,15.0,1,1.0,1,3.0,0,0.0,1.0,2
1,5,174,0.0,,2.0,43,2,45.0,1,11.0,24,20.0,2,0.0,1,0.0,0,0.0,1.0,2
1,5,84,0.0,,,43,4,,1,,17,18.0,3,,1,0.0,0,,,2
0,0,84,0.0,,23.0,32,2,55.0,1,46.0,14,15.0,3,2.0,1,0.0,0,1.0,2.0,2
0,0,18,0.0,,4.0,38,1,42.0,7,11.0,15,15.0,1,2.0,0,2.0,0,0.0,1.0,2
0,0,77,1.0,,9.0,16,4,25.0,7,11.0,16,16.0,1,1.0,0,4.0,0,0.0,1.0,2
0,1,77,0.0,,25.0,25,7,50.0,7,11.0,16,15.0,1,0.0,0,0.0,0,1.0,1.0,2
0,1,77,0.0,,25.0,25,4,50.0,7,11.0,21,20.0,1,0.0,1,0.0,0,3.0,1.0,2
0,3,77,0.0,,,24,4,,7,,13,14.0,1,,0,0.0,0,,,2
0,0,77,0.0,,21.0,49,5,70.0,7,11.0,17,16.0,2,0.0,0,0.0,0,1.0,1.0,2
0,0,77,0.0,,7.0,22,4,29.0,7,11.0,18,17.0,1,1.0,0,0.0,0,1.0,1.0,2
0,0,77,0.0,,24.0,18,4,42.0,7,11.0,14,14.0,1,0.0,0,3.0,0,1.0,1.0,2
0,0,77,0.0,,45.0,25,4,70.0,7,11.0,17,18.0,1,0.0,0,0.0,0,1.0,1.0,2
1,1,31,0.0,1.0,15.0,41,1,56.0,7,11.0,14,15.0,1,0.0,0,0.0,0,0.0,1.0,2
0,0,18,0.0,,10.0,35,1,45.0,7,11.0,15,14.0,1,0.0,0,4.0,0,1.0,1.0,2
1,1,77,1.0,2.0,15.0,25,7,40.0,7,11.0,13,13.0,1,0.0,0,5.0,0,2.0,1.0,2
0,2,77,1.0,,13.0,29,7,42.0,7,11.0,25,16.0,3,0.0,0,2.0,0,4.0,1.0,2
1,0,18,1.0,2.0,19.0,25,7,44.0,7,11.0,14,14.0,2,1.0,0,5.0,0,5.0,1.0,2
0,0,77,0.0,0.0,9.0,37,4,46.0,7,11.0,17,17.0,1,0.0,0,0.0,0,1.0,1.0,2
0,0,77,0.0,,20.0,45,7,65.0,7,11.0,42,16.0,1,0.0,0,0.0,0,1.0,1.0,2
0,0,77,0.0,,7.0,23,4,30.0,7,11.0,14,14.0,1,1.0,0,5.0,0,0.0,1.0,2
0,0,77,0.0,,20.0,22,4,42.0,7,11.0,16,16.0,2,0.0,1,1.0,0,1.0,1.0,2
1,2,185,0.0,2.0,0.0,26,1,26.0,9,66.0,25,18.0,5,1.0,2,1.0,3,0.0,1.0,2
0,3,202,0.0,1.0,8.0,32,1,40.0,9,72.0,30,20.0,2,2.0,2,0.0,1,0.0,1.0,2
1,5,202,0.0,2.0,,37,1,,9,,31,16.0,3,,2,1.0,0,,,2
1,1,202,0.0,,11.0,30,2,41.0,9,66.0,24,16.0,3,2.0,2,0.0,0,0.0,1.0,2
0,0,36,0.0,,5.0,20,5,25.0,5,62.0,14,14.0,1,0.0,2,0.0,2,0.0,1.0,2
0,0,31,0.0,2.0,17.0,39,5,56.0,5,11.0,18,16.0,1,0.0,0,0.0,0,1.0,1.0,2
0,3,3,0.0,,28.0,32,4,60.0,5,11.0,29,16.0,4,1.0,1,2.0,0,1.0,2.0,2
0,3,3,0.0,,38.0,42,4,80.0,5,11.0,32,25.0,1,0.0,1,3.0,0,1.0,1.0,2
0,0,3,0.0,,10.0,40,4,50.0,5,11.0,16,16.0,1,0.0,0,5.0,0,0.0,1.0,2
1,3,101,0.0,2.0,30.0,29,1,59.0,5,11.0,16,13.0,1,0.0,0,3.0,0,0.0,1.0,2
1,2,47,0.0,,26.0,42,5,68.0,5,11.0,12,10.0,1,0.0,0,3.0,1,0.0,1.0,2
0,2,98,1.0,2.0,9.0,41,1,50.0,5,11.0,16,17.0,1,0.0,1,5.0,0,0.0,1.0,2
0,0,3,0.0,,12.0,30,4,42.0,5,11.0,14,14.0,1,0.0,0,0.0,0,0.0,1.0,2
0,1,5,0.0,,5.0,30,4,35.0,5,12.0,18,17.0,2,0.0,1,3.0,0,1.0,1.0,2
0,2,28,0.0,2.0,19.0,41,5,60.0,5,11.0,19,19.0,1,0.0,0,0.0,1,0.0,1.0,2
1,2,1,0.0,,,31,4,,7,,19,19.0,4,,0,0.0,0,,,1
1,4,3,,,13.0,43,4,56.0,7,78.0,18,18.0,3,0.0,0,5.0,3,1.0,2.0,1
0,0,3,0.0,,10.0,35,4,45.0,7,11.0,27,25.0,5,0.0,2,0.0,0,0.0,1.0,1
1,0,31,0.0,,8.0,27,2,35.0,7,73.0,13,14.0,3,0.0,1,0.0,0,0.0,1.0,1
0,1,996,,,8.0,22,4,30.0,7,72.0,19,19.0,3,2.0,2,0.0,0,0.0,1.0,1
0,2,47,1.0,,16.0,16,4,32.0,7,62.0,15,14.0,2,2.0,2,0.0,0,0.0,1.0,1
1,0,33,0.0,,13.0,42,2,55.0,7,72.0,23,22.0,3,1.0,0,0.0,0,0.0,1.0,1
0,2,4,0.0,,8.0,38,4,46.0,7,96.0,27,27.0,5,2.0,3,0.0,0,0.0,1.0,1
1,2,3,0.0,,11.0,27,4,38.0,7,62.0,18,18.0,4,2.0,2,0.0,0,0.0,1.0,1
0,0,3,0.0,,18.0,19,4,37.0,7,72.0,18,18.0,4,2.0,2,0.0,0,0.0,1.0,1
1,5,33,0.0,2.0,9.0,36,3,45.0,7,72.0,16,17.0,3,0.0,1,0.0,0,1.0,1.0,1
0,1,3,0.0,,17.0,17,4,34.0,7,66.0,17,17.0,4,1.0,2,5.0,0,1.0,1.0,1
0,3,4,,,6.0,29,4,35.0,3,66.0,17,17.0,5,1.0,1,2.0,0,0.0,1.0,1
1,0,236,1.0,1.0,2.0,36,1,38.0,3,21.0,15,16.0,5,2.0,2,0.0,3,0.0,1.0,1
1,2,176,0.0,,6.0,22,4,28.0,3,53.0,17,15.0,5,2.0,2,0.0,0,0.0,1.0,1
1,0,184,0.0,2.0,18.0,35,2,53.0,3,32.0,20,20.0,4,2.0,1,0.0,0,2.0,1.0,1
0,1,49,0.0,2.0,12.0,32,2,44.0,3,96.0,20,20.0,4,1.0,1,2.0,0,0.0,1.0,1
0,0,188,0.0,,18.0,20,4,38.0,3,96.0,15,16.0,4,1.0,1,0.0,0,0.0,1.0,1
1,3,189,,1.0,,36,2,,12,,18,17.0,5,,2,0.0,0,,,1
0,2,236,0.0,2.0,5.0,36,2,41.0,12,24.0,27,21.0,5,3.0,3,0.0,0,0.0,1.0,1
0,0,235,,,6.0,25,1,31.0,12,72.0,22,18.0,4,2.0,2,0.0,0,,1.0,1
